Word	True	Predict
biasa	ID	ID
Gw	ID	ID
lebih	ID	ID
respect	EN	EN
kalo	ID	ID
lu	ID	ID
ngetroll	MIX-ID-EN	MIX-ID-EN
langsung	ID	ID
Ga	ID	ID
usah	ID	ID
sok	ID	ID
respect	EN	EN
tp	ID	ID
msh	ID	ID
diselingi	ID	ID
troll	EN	EN
ke	ID	ID
rival	ID	EN
yg	ID	ID
menang	ID	ID
di	ID	ID
statement	EN	ID
lu	ID	ID
Lawak	ID	ID
lu	ID	ID
jatohnya	ID	ID
😂	O	O

belajar	ID	ID
sambil	ID	ID
ngeprintke	MIX-JV-EN	MIX-JV-EN
beberapa	ID	ID
tugas	ID	ID
dari	ID	ID
@YuhanNa_nhea	O	ID
hwekekeke	O	ID
...	O	O

Illak	O	JV
iki	JV	JV
usere	MIX-JV-EN	MIX-JV-EN
ilang	JV	JV
ta	JV	JV
opoo	JV	JV
-____-	O	O

Sedih	ID	ID
bgt	ID	ID
aku	ID	ID
nemu	ID	ID
tutorial	ID	ID
teapot	EN	ID
super	ID	ID
cantik	ID	ID
dan	ID	ID
teduh	ID	ID
tp	ID	ID
tutorialnya	ID	ID
beda	ID	ID
formatnya	ID	ID
kyk	ID	ID
moving	EN	ID
pictures	EN	ID
gitu	ID	ID
jadi	ID	ID
ga	ID	ID
bisa	ID	ID
dicopy	MIX-ID-EN	MIX-ID-EN
:")	O	O
https://t.co/8qcszq6Ogq	O	EN

Udah	ID	ID
diapprove	MIX-ID-EN	MIX-ID-EN
jadi	ID	ID
menantu	ID	ID
banget	ID	ID
ya	ID	ID
koch	O	O

Lek	JV	JV
aku	JV	JV
...	O	O
Babah	ID	JV
Follow2en	MIX-JV-EN	O
...	O	O
Babah	ID	JV
Like	EN	EN
en	JV	JV
kabeh	JV	JV
fotone	JV	JV
...	O	O
Babah	ID	JV
save	EN	EN
en	JV	JV
kabeh	JV	JV
video	ID	JV
postingane	MIX-ID-JV	MIX-ID-JV
...	O	O
Tpi	JV	JV
lek	JV	JV
aku	JV	JV
seng	JV	JV
jek	JV	JV
rutin	ID	JV
mblanjani	JV	JV
,	O	O
umak	JV	JV
ate	JV	JV
lapo	JV	JV
...	O	O
Jaman	JV	JV
saiki	JV	JV
akeh	JV	JV
cogan	ID	JV
idaman	ID	JV
seng	JV	JV
bondo	JV	O
nyepik	JV	O
tok	JV	JV
,	O	O
tpi	JV	JV
pas	JV	JV
metu	JV	JV
kencan	ID	JV
bayare	JV	JV
njaluk	JV	JV
gantian	ID	ID
,	O	O
wkwkwk	O	O
https://t.co/C4s5IWWgMq	O	O

@bertanyarl	O	O
klo	ID	ID
horor	ID	ID
coba	ID	ID
baca	ID	ID
10	O	O
pm	EN	ID
,	O	O
creep	EN	EN
in	EN	EN
.	O	O
Komedi	ID	EN
just	EN	EN
friend	EN	EN
,	O	O
hantu	ID	O
+	O	O
62	O	O
.	O	O
Romantis	ID	ID
pasutri	ID	ID
gaje	ID	ID
.	O	O
Slice	EN	EN
of	EN	EN
life	EN	EN
ngopo	ID	ID
yuk	ID	ID
!,	O	ID
Cao	O	ID
!,	O	ID
si	O	O
unis	O	O
,	O	O
Warung	ID	O

@kint0ng	O	JV
iyo	JV	JV
cok	JV	JV
,	O	O
piyeee	JV	JV
iki	JV	JV
...	O	O
😭	O	O
😭	O	O
😭	O	O
tambah	JV	JV
akeh	JV	JV
postingane	MIX-ID-JV	MIX-ID-JV
...	O	O

@7CHILL88	O	O
@amecharlottee	O	O
Di	ID	ID
pinterest	O	ID
banyakkk	ID	ID
.	O	O
Tapi	ID	ID
bakalan	ID	ID
bingung	ID	ID
ngesearch	MIX-ID-EN	MIX-ID-EN
nya	ID	ID
wkwkwkwk	O	O

Astaga	ID	ID
wis	JV	JV
kesel	JV	JV
,	O	O
perjalanane	MIX-ID-JV	MIX-ID-JV
adoh	JV	JV
,	O	O
macet	ID	JV
meneh	JV	JV
.	O	O
Kuat	ID	JV
kuat	ID	JV

Wani	JV	JV
ngadake	MIX-ID-JV	O
liga	ID	O
,	O	O
berarti	ID	ID
seharuse	MIX-ID-JV	ID
hal	ID	ID
hal	ID	ID
wajar	ID	ID
/	O	O
kecil	ID	ID
seperti	ID	ID
keamanan	ID	ID
kan	ID	ID
kudu	JV	ID
wes	JV	JV
diclearke	MIX-JV-EN	MIX-JV-EN
jauh2	ID	ID
hari	ID	ID

@marieregaI	O	O
Mbak	ID	O
tolong	ID	ID
disupport	MIX-ID-EN	MIX-ID-EN
yah	ID	ID

Efek	ID	O
gak	ID	ID
pernah	ID	ID
menang	ID	ID
sejak	ID	ID
maret	ID	ID
2019.	O	ID
Sekalinya	ID	ID
menang	ID	ID
langsung	ID	ID
ngetroll	MIX-ID-EN	MIX-ID-EN
banyak	ID	ID
😅	O	O

@rizalAEP	O	O
udah	ID	ID
banyak	ID	ID
tugas	ID	ID
belom	ID	ID
nyet	ID	ID
?	O	O
aku	ID	ID
mbok	JV	JV
bikinin	ID	ID
itu	ID	ID
yang	ID	ID
buat	ID	ID
SO	ID	EN
;)	O	O
kan	ID	ID
artikel	ID	ID
OS	EN	EN
,	O	O
nanti	ID	ID
aku	ID	ID
kirimin	ID	ID
bahannya	ID	ID
,	O	O
tolong	ID	ID
diprintke	MIX-JV-EN	MIX-JV-EN
?	O	O

“	O	O
Yakin	ID	O
laaah	ID	ID
hahaha	O	O
,	O	O
emangnya	ID	ID
lu	ID	ID
selama	ID	ID
main	ID	ID
disini	ID	ID
sering	ID	ID
digangguin	ID	ID
Sar	O	O
?”	O	O
tanya	ID	ID
saya	ID	ID
balik	ID	ID
.	O	O
“	O	O
Hmm	ID	O
engga	ID	ID
juga	ID	ID
sih	ID	ID
,	O	O
malah	ID	ID
guenya	ID	ID
yang	ID	ID
suka	ID	ID
gangguin	ID	ID
hahaha	O	O
,	O	O
sekedar	ID	ID
ngetest	MIX-ID-EN	MIX-ID-EN
seberapa	ID	ID
beraninya	ID	ID
orang	ID	ID
yang	ID	ID
naik	ID	ID
lewat	ID	ID
jalur	ID	ID
ini	ID	ID
sih	ID	ID
”	O	O

@ninabooobooo	O	O
@collegemenfess	O	O
di	ID	ID
shopee	O	O
cari	ID	ID
harga	ID	ID
rendah	ID	ID
tapi	ID	ID
kualitas	ID	ID
tinggi	ID	ID

Kalo	ID	ID
jalan	ID	ID
nya	ID	ID
lurus	ID	ID
dan	ID	ID
mulus	ID	ID
,	O	O
dimana	ID	ID
belajarnya	ID	ID
.	O	O
Hal	ID	ID
hal	ID	ID
hebat	ID	ID
butuh	ID	ID
perjuangan	ID	ID
yg	ID	ID
nggak	ID	ID
kalah	ID	ID
hebat	ID	ID
.	O	O
Jangan	ID	ID
menyerah	ID	ID
...	O	O

@ellanisanisa	O	O
@sbyfess	O	O
oke	ID	ID
nanti	ID	ID
tak	ID	ID
carine	MIX-ID-JV	MIX-ID-EN
.	O	O
bebas	ID	ID
naik	ID	ID
turun	ID	ID
ojol	ID	ID
ga	ID	ID
kak	ID	ID
situ	ID	ID
?	O	O

@BTS_twt	O	O
TUKANG	ID	ID
HAPUS	ID	O
POST	EN	EN
INSTAGRAM	O	O
YG	ID	ID
MERUGIKAN	ID	ID
ARMY	O	O
KARNA	ID	ID
ADA	ID	ID
YG	ID	ID
BELUM	ID	ID
DISAVE	MIX-ID-EN	ID
FOTONYA	ID	ID
ANJJCCCCC	ID	ID
😭	O	O
😭	O	O
😭	O	O

@musashi_masabi	O	O
@zoegyBrix	O	ID
Yeeee	O	ID
,	O	O
saya	ID	ID
memang	ID	ID
pasang	ID	ID
emiticon	EN	ID
😡	O	O
,	O	O
tapi	ID	ID
saya	ID	ID
guyon	ID	JV
kok	ID	ID
Itu	ID	ID
lucu	ID	ID
bgt	ID	ID
postingane	MIX-ID-JV	MIX-ID-JV
Saya	ID	ID
juga	ID	ID
ngga	ID	ID
pernah	ID	ID
jewer	ID	ID
kuping	ID	ID
siapa2	ID	ID
,	O	O
hata	ID	O
semut	ID	ID
Maaf	ID	ID
yaa	ID	ID
klo	ID	ID
rasa	ID	ID
saya	ID	ID
marah	ID	ID

@risechoco	O	O
hehe	O	O
,,	O	O
kadang	ID	ID
ono	JV	JV
sing	JV	JV
sok	JV	JV
melu	JV	JV
nek	JV	JV
pas	JV	JV
pen	JV	JV
duwe	JV	JV
poto	JV	JV
anyar	JV	JV
heem	O	JV
,	O	O
oponeh	JV	JV
perjalanane	MIX-ID-JV	MIX-ID-JV
mnuju	ID	JV
tkp	ID	ID
mayan	JV	ID
adoh	JV	JV

Nek	JV	JV
di	ID	ID
malioboro	O	ID
..	O	O
Mau	ID	ID
makan	ID	ID
guampang	JV	ID
..	O	O
Tinggal	ID	ID
pake	ID	ID
hape	EN	EN
trus	ID	ID
googling	EN	EN
gudheg	O	ID
yu	O	ID
djum	O	ID
..	O	O
Heleehh	O	O
malioboro	O	O
mall	EN	EN
ngidul	JV	O
sithik	JV	JV
njuk	JV	ID
nyebrang	JV	ID
mlaku	JV	JV
sithik	JV	JV
..	O	O
Onok	JV	JV
gudheg	O	JV
yu	O	JV
djum	O	JV
mulai	ID	JV
10	O	O
ewuan	JV	JV
..	O	O
Pesen	JV	JV
sing	JV	JV
12	O	O
ewu	JV	JV
wes	JV	JV
uenak	JV	O
.	O	O
Minume	MIX-ID-JV	MIX-ID-EN
teh	O	ID
botol	O	ID
sosro	O	ID
..	O	O
Nangis	ID	ID
😭	O	O

@astyaep	O	O
@arieparikesit	O	O
Pokoke	JV	JV
Btp	O	JV
ki	JV	JV
gede	JV	JV
banget	JV	JV
kecamatan	JV	JV
e	JV	JV
,	O	O
fasilitas	JV	JV
e	JV	JV
lengkap	ID	ID
.	O	O
Arep	JV	JV
neng	JV	JV
kota	JV	JV
cedak	JV	JV
,	O	O
perumahan	ID	JV
e	JV	JV
larang-larang	JV	JV
...	O	O
Nek	JV	JV
udan	JV	JV
wayah	JV	ID
ngeterke	JV	JV
/	O	O
jemput	ID	ID
sekolah	ID	ID
macet	ID	JV
wong	JV	JV
mobil	ID	JV
metu	JV	JV
kabeh	JV	JV
😂	O	O

Aaaa	O	O
logoutin	MIX-ID-EN	MIX-ID-EN
win	O	O
...	O	O
lali	JV	JV
aku	JV	JV
RT	EN	EN
@AswinAziz:	O	O
Wah	JV	ID
yo	JV	JV
twittermu	JV	JV
durung	JV	JV
dilogout	MIX-JV-EN	MIX-JV-EN
iki	JV	JV
:p	O	O
nichinichiya	O	JV

@moneyloves12	ID	ID
lah	ID	ID
lo	ID	ID
yg	ID	ID
tolol	ID	ID
.	O	O
itu	ID	ID
bahkan	ID	ID
di	ID	ID
2022	O	O
aja	ID	ID
masih	ID	ID
nangkring	ID	ID
chart	EN	ID
padahal	ID	ID
aturan	ID	ID
no	EN	EN
mass	EN	ID
buying	EN	EN
ditetapkan	ID	EN
di	ID	ID
2021.	ID	ID
harusnya	ID	ID
klo	ID	ID
emang	ID	ID
"	O	O
sudi	ID	ID
"	O	O
beli	ID	ID
ya	ID	ID
harusnya	ID	ID
bisa	ID	ID
ada	ID	ID
dilist	MIX-ID-EN	MIX-ID-EN
chart	EN	ID
itu	ID	ID
dan	ID	ID
lama	ID	ID
nangkringnya	ID	ID
tp	ID	ID
buktinya	ID	ID
ga	ID	ID
😭	O	O

Plissss	EN	O
,	O	O
yang	ID	ID
tau	ID	ID
on	EN	EN
the	EN	EN
wings	EN	EN
of	EN	EN
love	EN	EN
bisa	ID	ID
diliat	ID	ID
lagi	ID	ID
di	ID	ID
mana	ID	ID
???	O	O
Aku	ID	ID
kangen	ID	ID
liat	ID	ID
jadine	MIX-ID-JV	MIX-ID-JV
,	O	O
tapi	ID	ID
gaada	ID	ID
subnya	MIX-ID-EN	ID
kalo	ID	ID
di	ID	ID
youtube	O	O

huwaa	O	O
kok	ID	ID
aku	ID	ID
download	EN	EN
jam	ID	ID
segini	ID	ID
duh	ID	ID
gagal	ID	ID
matiin	ID	ID
laptop	ID	ID
kalau	ID	ID
gini	ID	ID
ceritanya	ID	ID
,	O	O
cancel	EN	EN
aja	ID	ID
apa	ID	ID
ya	ID	ID
?	O	O

Tak	ID	ID
tungguin	ID	ID
sampe	ID	ID
hp	EN	EN
gak	ID	ID
disilent	MIX-ID-EN	MIX-ID-EN
,	O	O
eh	ID	ID
malah	ID	ID
gada	ID	ID
kabar	ID	ID
.	O	O
Oke	EN	EN
👌	O	O
🏻	O	O

@kawaiinixie	O	O
ehehe	O	O
,	O	O
tapi	ID	ID
gak	ID	ID
hitam	ID	ID
kok	ID	ID
,	O	O
imut	ID	O
lagi	ID	ID
voicenya	MIX-ID-EN	MIX-ID-EN
'-'	O	O

@tyassidtyasII	O	O
bwahaha	O	O
bahaya	ID	ID
ki	JV	JV
bahaya	ID	JV
iso	JV	JV
dimessage	MIX-JV-EN	MIX-JV-EN
meneh	JV	JV
ki	JV	JV
fbku	ID	O
:D	O	O

@bertanyarl	O	O
Sorry	EN	EN
kalo	ID	ID
gue	ID	ID
bilang	ID	ID
lo	ID	ID
goblok	ID	ID
.	O	O
Emak	ID	ID
lo	ID	ID
selingkuh	ID	ID
dan	ID	ID
lo	ID	ID
tergiur	ID	ID
hanya	ID	ID
karna	ID	ID
ip	O	EN
12	O	O
Dimana	ID	O
harga	ID	ID
diri	ID	ID
lo	ID	ID
gue	ID	ID
tanya	ID	ID
?	O	O
Pikirin	ID	ID
perasaan	ID	ID
bapak	ID	ID
lo	ID	ID
.	O	O
Yang	ID	ID
udah	ID	ID
didik	ID	ID
,	O	O
ngerawat	ID	ID
lo	ID	ID
dengan	ID	ID
sabar	ID	ID
dari	ID	ID
kecil	ID	ID
.	O	O
Meskipun	ID	ID
pas²an	ID	ID
tapi	ID	ID
dia	ID	ID
bapak	ID	ID
kandung	ID	ID
lo	ID	ID
.	O	O
Jangan	ID	ID
bodoh	ID	ID
.	O	O
Istighfar	ID	ID
lo	ID	ID
anjir	ID	ID
.	O	O
https://t.co/5LdOPnKsPl	O	ID

Niatt	JV	O
ati	JV	JV
bungah	JV	JV
kerjakan	ID	JV
golek	JV	JV
internet	ID	O
ongel	JV	JV
sambat	JV	JV
ra	JV	JV
ktemu	JV	JV
ora	JV	JV
kesave	MIX-JV-EN	MIX-JV-EN

gengsi	ID	ID
nanti2	ID	ID
dulu	ID	ID
lah	ID	ID
vin	O	O
.	O	O
iki	JV	JV
ceto	JV	JV
ganjelan	JV	JV
sik	JV	JV
kudu	JV	JV
diclearke	MIX-JV-EN	MIX-JV-EN
.	O	O
wis	JV	JV
kui	JV	JV
intine	JV	JV
.	O	O

headphone	EN	EN
itu	ID	ID
harga	ID	ID
buat	ID	ID
barang	ID	ID
yang	ID	ID
lumayan	ID	ID
bagusnya	ID	ID
(	O	O
ngga	ID	ID
sekali	ID	ID
pake	ID	ID
rusak	ID	ID
)	O	O
berapa	ID	ID
sih	ID	ID
?	O	O
di	ID	ID
shopee	O	O
ada	ID	ID
yg	ID	ID
40an	ID	ID
,	O	O
aman	ID	ID
ga	ID	ID
ya	ID	ID
itu	ID	ID
....	O	O

Kak	O	ID
niss	O	O
saya	ID	ID
nggak	ID	ID
kenal	ID	ID
kamu	ID	ID
,	O	O
but	EN	EN
i	EN	EN
hope	EN	EN
i	EN	EN
have	EN	EN
a	EN	EN
friends	EN	EN
like	EN	EN
you	EN	EN
yang	ID	ID
mau	ID	ID
kasih	ID	ID
tau	ID	ID
saya	ID	ID
kalo	ID	ID
saya	ID	ID
salah	ID	ID
.	O	O
Ini	ID	ID
juga	ID	ID
berlaku	ID	ID
for	EN	EN
all	EN	EN
my	EN	EN
mutuals	EN	MIX-ID-EN
.	O	O

Ibarate	JV	JV
koyo	JV	JV
kowe	JV	JV
dijak	JV	JV
terbang	ID	JV
,	O	O
tur	JV	JV
nek	JV	JV
wis	JV	JV
tinggi	ID	JV
banget	ID	JV
kowe	JV	JV
dijatuhke	MIX-ID-JV	MIX-ID-JV
cc	EN	EN
:	O	O
@jkristiadi	O	O

@fantdazy	O	EN
@redjeom	O	O
@hiseeulgi	O	O
@mrkmnamjoon	O	O
@aistetteic	O	O
@solarkimn	O	O
Asik	ID	O
euy	O	O
ngebully	MIX-ID-EN	MIX-ID-EN
rang	ID	O
tua	ID	ID

Iya	ID	ID
betul	ID	ID
saya	ID	ID
jg	ID	ID
malas	ID	ID
beli	ID	ID
buku	ID	ID
seperti	ID	ID
itu	ID	ID
.	O	O
Perjalanan	ID	ID
sukses	ID	ID
seseorang	ID	ID
ngga	ID	ID
bisa	ID	ID
dicopy	MIX-ID-EN	MIX-ID-EN
mentah2	ID	ID
krn	ID	ID
faktor2	ID	ID
internal	ID	ID
dan	ID	ID
eksternal	ID	ID
yg	ID	ID
menyelimuti	ID	ID
kita	ID	ID
juga	ID	ID
banyak	ID	ID
yg	ID	ID
beda	ID	ID
!	O	O

Faktor	ID	O
luck	EN	EN
juga	ID	ID
memiliki	ID	ID
peran	ID	ID
penting	ID	ID
dalam	ID	ID
sepakbola	ID	ID
,	O	O
handball	EN	EN
&	O	O
amp	O	O
;	O	O
pelanggaran	ID	ID
yg	ID	ID
tak	ID	ID
terlihat	ID	ID
wasit	ID	ID
contohnya	ID	ID
.	O	O

4.	O	O
Acara2	ID	ID
konferensi	ID	ID
,	O	O
opening	EN	EN
,	O	O
dll	ID	ID
yg	ID	ID
didatengin	ID	ID
Apink	O	ID
udh	ID	ID
berapa	ID	ID
kali	ID	ID
dicancel	MIX-ID-EN	MIX-ID-EN
atau	ID	ID
didelay	MIX-ID-EN	MIX-ID-EN
sampe	ID	ID
beberapa	ID	ID
menit	ID	ID
.	O	O
Ini	ID	ID
bener2	ID	ID
bikin	ID	ID
rusuh	ID	ID
acara	ID	ID
,	O	O
dan	ID	ID
bikin	ID	ID
ngerasa	ID	ID
ga	ID	ID
enak	ID	ID
ke	ID	ID
pihak	ID	ID
organizer	EN	ID
dan	ID	ID
artis2	ID	ID
lainnya	ID	ID
juga	ID	ID
-___-	O	O

giveaway	EN	O
qris	EN	EN
1k	O	O
buat	ID	ID
9	O	O
orang	ID	ID
,	O	O
syaratnya	ID	ID
doain	ID	ID
gw	ID	ID
bisa	ID	ID
buat	ID	ID
akun	ID	ID
ltmpt	ID	ID
lancar	ID	ID
dan	ID	ID
tanpa	ID	ID
hambatan	ID	ID
hari	ID	ID
ini	ID	ID
+	O	O
vervalnya	ID	O
diaccept	MIX-ID-EN	MIX-ID-EN
.	O	O
yang	ID	ID
punya	ID	ID
qris	EN	EN
aja	ID	ID
ya	ID	ID
!	O	O
doain	ID	ID
dalam	ID	ID
hati	ID	ID
aja	ID	ID
.	O	O
sfu	O	ID
#zonaba	O	ID
#zonauang	O	ID

@forohmnanonn	O	O
karena	ID	ID
karena	ID	ID
karena	ID	ID
gym	EN	O
is	EN	EN
my	EN	EN
escape	EN	EN
place	EN	EN
to	EN	EN
detach	EN	EN
from	EN	EN
the	EN	EN
real	EN	EN
world	EN	EN
☺	O	O
️	O	O
☺	O	O
️	O	O
jyujyuly	O	O
gue	ID	ID
agak	ID	ID
mirip	ID	ID
sama	ID	ID
pawat	ID	ID
,	O	O
exercise	EN	EN
brings	EN	EN
happiness	EN	EN
hehehehe	O	O
thank	EN	EN
you	EN	EN
taaa	EN	EN
!	O	O
ayooo	ID	ID
lo	ID	ID
juga	ID	ID
niatin	ID	ID
balik	ID	ID
gym	EN	O
yuk	ID	ID
hihi	ID	O
💪	O	O
💪	O	O
💪	O	O

Beli	ID	ID
barang	ID	ID
di	ID	ID
tokped	O	O
ora	JV	JV
di	ID	ID
kirim	ID	ID
kirim	ID	ID
yg	ID	ID
punya	ID	ID
barang	ID	ID
meninggal	ID	ID
keknya	ID	ID
dah	ID	ID

Nerbener	ID	EN
guys	EN	EN
dijaga	ID	ID
pinggangnya	ID	ID
.	O	O
Ternyata	ID	ID
klo	ID	ID
pas	ID	ID
cidera	ID	ID
kek	ID	ID
gini	ID	ID
lebih	ID	ID
susah	ID	ID
ketimbang	ID	ID
cidera	ID	ID
kaki	ID	ID
atau	ID	ID
tangan	ID	ID
.	O	O
Self	EN	ID
reminder	EN	EN
aja	ID	ID
buat	ID	ID
aku	ID	ID
sendiri	ID	ID
biar	ID	ID
sadar	ID	ID
umur	ID	ID
uda	ID	ID
gak	ID	ID
muda	ID	ID
lg	ID	ID
😂	O	O
klo	ID	ID
angkat2	ID	ID
barang	ID	ID
berat	ID	ID
melebihi	ID	ID
kemampuan	ID	ID
lebih	ID	ID
baik	ID	ID
displit	MIX-ID-EN	MIX-ID-EN
2x	O	O
angkut	ID	ID
drpd	ID	ID
maksa	ID	ID
terus	ID	ID
knp2	ID	ID

@fxatlux	O	ID
Gmn	ID	ID
ya	ID	ID
,	O	O
emg	ID	ID
beda	ID	ID
pov	EN	ID
sebagai	ID	ID
fans	EN	EN
ya	ID	ID
pasti	ID	ID
menomorsatukan	ID	EN
player	EN	EN
dr	ID	ID
klub	ID	ID
idolanya	ID	ID
.	O	O
Uf	O	EN
ketrigger	MIX-ID-EN	EN
tri	O	ID
sebut	ID	ID
jota	O	EN
best	EN	EN
player	EN	EN
portugal	O	O
in	EN	EN
pl	EN	ID
tujuannya	ID	ID
emg	ID	ID
buat	ID	ID
moyok	JV	ID
cr	EN	EN
bruno	O	O
.	O	O
Sebaliknya	ID	ID
juga	ID	ID
tri	O	ID
dan	ID	ID
siapapun	ID	ID
juga	ID	ID
gaakan	ID	ID
terima	ID	ID
kalo	ID	ID
ada	ID	ID
yg	ID	ID
bilang	ID	ID
maguire=vvd.	EN	ID
Balik	ID	ID
pov	EN	ID
masing2	ID	ID
aja	ID	ID

@convomf	O	O
Hmm	O	O
..	O	O
iya	ID	ID
?	O	O
Bagiku	ID	ID
,	O	O
Kalau	ID	ID
mau	ID	ID
lakuin	ID	ID
hal	ID	ID
semaunya	ID	ID
sih	ID	ID
cukup	ID	ID
kamu	ID	ID
dan	ID	ID
circle	EN	EN
mu	ID	ID
aja	ID	ID
gitu	ID	ID
loh	ID	ID
,	O	O
jangan	ID	ID
dishare	MIX-ID-EN	MIX-ID-EN
ke	ID	ID
forum	ID	ID
publik	ID	ID
gitu	ID	ID
looh	ID	ID
,	O	O
sama	ID	ID
aja	ID	ID
kaya	ID	ID
menyebarkan	ID	ID
dosa	ID	ID
:((	O	O
minor	ID	ID
kadang	ID	ID
suka	ID	ID
penasaran	ID	ID
..	O	O
jadinya	ID	ID
dosa	ID	ID
kalau	ID	ID
udah	ID	ID
bikin	ID	ID
minor	ID	ID
keterusan	ID	ID
baca	ID	ID
gituan	ID	ID
😭	O	O

@paimonfess	O	O
klo	ID	ID
domain	ID	ID
/	O	O
weekly	EN	ID
selalu	ID	ID
solo	ID	O
soalnya	ID	ID
hpku	MIX-ID-EN	MIX-ID-EN
klo	ID	ID
coop	EN	EN
lemot	ID	ID
loadingnya	MIX-ID-EN	MIX-ID-EN
🙏	O	O

lagi	ID	ID
di	ID	ID
fase	ID	ID
males	ID	ID
kuliah	ID	ID
karena	ID	ID
lingkungannya	ID	ID
nggak	ID	ID
sreg	ID	ID
.	O	O
kompetitif	ID	ID
tapi	ID	ID
pasif	ID	ID
,	O	O
gak	ID	ID
bisa	ID	ID
diajak	ID	ID
kerja	ID	ID
sama	ID	ID
buat	ID	ID
sukses	ID	ID
bareng	ID	ID
.	O	O
gue	ID	ID
semangat	ID	ID
kalau	ID	ID
ada	ID	ID
temennya	ID	ID
,	O	O
and	EN	EN
the	EN	EN
one	EN	EN
and	EN	EN
only	EN	EN
friends	EN	EN
i	EN	EN
have	EN	EN
..	O	O
no	EN	EN
,	O	O
i	EN	EN
don't	EN	EN
have	EN	EN
it	EN	EN
:(	O	O

@secgron	O	O
@IndiHome	O	O
1.	O	O
Mahal	ID	EN
2.	O	O
Upload	EN	EN
download	EN	EN
1:4	O	EN
(	O	O
plis	EN	EN
euy	O	O
udah	ID	ID
2022	O	O
)	O	O
3.	O	O
Lemot	O	ID
,	O	O
sering	ID	ID
gangguan	ID	ID
bagkan	ID	ID
streaming	EN	EN
720	O	EN
buffer	EN	ID
tiap	ID	ID
5	O	O
detik	ID	ID
.	O	O
4.	O	O
Throttling	EN	O
(	O	O
siapa	ID	ID
pengguna	ID	ID
indihome	O	O
yang	ID	ID
ga	ID	ID
throttling	EN	ID
)	O	O
apalagi	ID	ID
pas	ID	ID
abis	ID	ID
FUP	EN	ID
5.	O	O
Monopoli	ID	ID
.	O	O
Sumpah	ID	ID
ini	ID	ID
monopoli	ID	ID
jaringan	ID	ID
wilayah	ID	ID
absurd	ID	ID
bgt	ID	ID
.	O	O

Ini	ID	ID
sapa	ID	ID
ya	ID	ID
?	O	O
-	O	O
Masa	ID	ID
gak	ID	ID
kenal	ID	ID
?	O	O
Kamu	ID	ID
baru	ID	ID
bangun	ID	ID
yaa	ID	ID
?	O	O
Tar	ID	ID
dulu	ID	ID
,	O	O
