Word	True	Predict
"	O	O

mesti	JV	JV
lek	JV	JV
pas	JV	JV
duwe	JV	JV
gratis	ID	JV
ongkir	ID	ID
akeh	JV	JV
tapi	JV	JV
gak	JV	JV
pingin	JV	JV
check	EN	EN
out	EN	EN
,	O	O
sedeng	JV	JV
gratis	JV	JV
ongkire	MIX-ID-JV	MIX-ID-JV
hangus	ID	ID
kaet	JV	ID
kepikiran	JV	ID
check	EN	EN
out	EN	EN
.	O	O
babi	ID	ID
gak	ID	ID
tuhh	ID	ID

@ongisnadenet	O	O
padahal	ID	ID
robby	O	O
penyelamatane	MIX-ID-JV	MIX-ID-JV
akeh	JV	JV
,	O	O
menutupi	ID	ID
lubang	ID	ID
bagas	O	O
&	O	O
amp	O	O
;	O	O
rizky	O	O
dwi	O	O
.	O	O

@vickyvrgwn	O	O
tak	JV	JV
hapuse	MIX-ID-JV	MIX-ID-JV
.	O	O

@literarybase	O	O
dan	ID	ID
setelah	ID	ID
semua	ID	ID
perjuangan	ID	ID
yang	ID	ID
kamu	ID	ID
lakukan	ID	ID
,	O	O
semua	ID	ID
sakit	ID	ID
yang	ID	ID
kamu	ID	ID
lalui	ID	ID
akhirnya	ID	ID
yang	ID	ID
diinginkan	ID	ID
tercapai	ID	ID
.	O	O
sekarang	ID	ID
saatnya	ID	ID
istirahat	ID	ID
sejenak	ID	ID
,	O	O
kamu	ID	ID
telah	ID	ID
berjuang	ID	ID
dengan	ID	ID
hebat	ID	ID

@zhevyeah	O	O
@apriado8	O	O
@idextratime	O	O
@corriere	O	O
ya	ID	ID
itu	ID	ID
,	O	O
sebenarnya	ID	ID
setelah	ID	ID
kejadian	ID	ID
kesekian	ID	ID
kalinya	ID	ID
kyak	ID	ID
harusnya	ID	ID
ballon	EN	ID
d'or	EN	O
dan	ID	ID
fifa	O	EN
best	EN	EN
player	EN	EN
kesepannya	ID	ID
harus	ID	ID
dibuat	ID	ID
standar	ID	ID
pasti	ID	ID
yg	ID	ID
objektif	ID	ID
dan	ID	ID
baku	ID	ID
.	O	O
percuma	ID	ID
vote	EN	EN
terus	ID	ID
,	O	O
percuma	ID	ID
ada	ID	ID
statistik	ID	ID
hebat	ID	ID
,	O	O
percuma	ID	ID
dapet	ID	ID
trofi	ID	EN
banyak	ID	ID
kalo	ID	ID
ujung-ujungnya	ID	ID
kontroversi	ID	ID

hallo	EN	ID
@myxl	O	O
masih	ID	ID
error	EN	EN
ini	ID	ID
sampe	ID	ID
skrg	ID	ID
jaringan	ID	ID
😤	O	O
kalo	ID	ID
ga	ID	ID
karna	ID	ID
ngelink	MIX-ID-EN	MIX-ID-EN
ama	ID	EN
mbanking	EN	EN
&	O	O
amp	O	O
;	O	O
udah	ID	ID
dipake	ID	ID
lama	ID	ID
buat	ID	ID
kerjaan	ID	ID
pasti	ID	ID
udah	ID	ID
saya	ID	ID
non	ID	ID
aktifin	ID	ID
ni	ID	ID
nomor	ID	ID
xl	O	O
.	O	O

@teatimewithrin	O	O
tak	JV	ID
keki	JV	JV
gratis	JV	JV
gelem	JV	JV
ta	JV	JV
?	O	O
tapi	JV	JV
mbayaro	JV	JV
ongkire	MIX-ID-JV	MIX-ID-JV
tok	JV	JV
🤩	O	O
👍🏻	O	O

@aeribase	O	O
1	O	O
kali	ID	ID
print	EN	EN
1	O	O
kali	ID	ID
dapat	ID	ID
foto	ID	ID
bareng	ID	ID
.	O	O
ngeprint	MIX-ID-EN	MIX-ID-EN
banyak	ID	ID
bisa	ID	ID
bawa	ID	ID
pulang	ID	ID
orang	ID	ID
nya	ID	ID
🤗	O	O
👍	O	O

@natawidjajaarie	O	O
wes	JV	JV
mulai	ID	ID
nih	ID	ID
ko	JV	ID
..	O	O
iyooo	JV	JV
wes	JV	JV
taon	JV	JV
dpn	ID	JV
yo	JV	JV
g	JV	JV
kroso	JV	JV
..	O	O
medeniiii	JV	O
..	O	O
iso	JV	JV
ko	JV	JV
,	O	O
diclick	MIX-ID-EN	MIX-ID-EN
aja	ID	ID
sg	JV	JV
ad	ID	ID
(	O	O
cont	O	EN
)	O	O
http://t.co/1w7nbyc	O	O

@starfess	O	O
paji	O	ID
bisa	ID	ID
dicopy	MIX-ID-EN	MIX-ID-EN
paste	EN	EN
ga	ID	ID
sih	ID	ID
,	O	O
ya	ID	ID
allah	O	O
.	O	O

'	O	O
aku	ID	ID
pengen	ID	ID
ke	ID	ID
korea	O	O
tp	ID	ID
gaisa	JV	ID
cuti	ID	ID
ca	O	O
,	O	O
enak	ID	ID
km	ID	ID
isa	JV	ID
seenaknya	ID	ID
berangkat	ID	ID
ke	ID	ID
korea	O	O
'	O	O
jancok	JV	JV
kon	JV	JV
gak	JV	JV
mikir	JV	JV
aku	JV	JV
duit	JV	JV
e	JV	JV
tutuk	JV	JV
ndi	JV	JV
?	O	O
mbok	JV	JV
kiro	JV	JV
ngurus	JV	JV
visa	ID	JV
lek	JV	JV
gak	JV	JV
kerjo	JV	JV
nde	JV	JV
kantoran	JV	JV
isok	JV	JV
tenang	ID	ID
gampang	JV	ID
diapprove	MIX-ID-EN	MIX-ID-EN
?	O	O
enak	JV	ID
lambemu	JV	JV
su	JV	JV

@oposisicerdas	O	O
yg	ID	ID
happy	EN	EN
tito	O	O
doank	ID	ID
...	O	O
jabatannya	ID	ID
sambung	ID	ID
menyambung	ID	ID
soalnya	ID	ID
😎	O	O
asuuu	JV	JV
kabeh	JV	JV

dengaren	JV	JV
ngeprintke	MIX-JV-EN	MIX-JV-EN
tugas	JV	JV
karo	JV	JV
tiket	JV	JV
ndelok	JV	JV
persis	O	O
larang	JV	JV
ngeprint	MIX-JV-EN	MIX-JV-EN
ke	JV	JV
tugas	JV	JV
,	O	O
suog	JV	JV
~	O	O

@rouletteess	O	O
@manggit_garis	O	O
udah	ID	ID
di	ID	ID
dm	EN	EN
yaa	ID	ID
gasss	ID	JV
wkwkwk	O	O
sek	JV	JV
tak	JV	JV
carine	MIX-ID-JV	MIX-ID-JV
lagi	ID	ID
heheh	O	O

gimana	ID	ID
caranya	ID	ID
ngepin	MIX-ID-EN	MIX-ID-EN
tweet	EN	EN
orang	ID	ID
?	O	O
perasaan	ID	ID
dulu	ID	ID
aku	ID	ID
bisa	ID	ID
kok	ID	ID
skrng	ID	ID
gabisa	ID	ID
lgi	ID	ID

@euisbeling13	O	O
kalo	ID	ID
nomor	ID	ID
selain	ID	ID
+62	O	ID
bisa	ID	ID
disearch	MIX-ID-EN	MIX-ID-EN
di	ID	ID
gercontact	O	ID
gk	ID	ID
sih	ID	ID
?	O	O

telpon	ID	ID
14045	O	O
yan	O	ID
rt@harryansyah:	O	O
woi	ID	ID
internet	ID	ID
jgn	ID	ID
ngelag	MIX-ID-EN	MIX-ID-EN
please	EN	EN
bentar	ID	ID
lagi	ID	ID
lv	EN	EN
43	O	O

@sbyfess	O	O
iya	ID	ID
soale	JV	JV
packingane	MIX-JV-EN	MIX-JV-EN
box	EN	EN
kena	ID	ID
volume	ID	ID

sepiro	JV	JV
larang	JV	JV
,	O	O
lawong	JV	JV
perokok	JV	JV
ki	JV	JV
ono	JV	JV
duit	JV	JV
gae	JV	JV
tuku	JV	JV
rokok	JV	JV
.	O	O
tapi	JV	JV
ora	JV	JV
ono	JV	JV
aturan	JV	JV
ketat	JV	JV
banget	JV	JV
sing	JV	JV
gae	JV	JV
cah	JV	JV
dibawah	ID	ID
umur	ID	JV
mandeg	JV	JV
rokok	JV	JV
.	O	O

hp	EN	EN
disilent	MIX-ID-EN	MIX-ID-EN
,	O	O
trus	ID	ID
lgi	ID	ID
di	ID	ID
charger	EN	EN
,	O	O
org2	ID	ID
nge	ID	ID
chat	EN	EN
pada	ID	ID
enggak	ID	ID
tau	ID	ID
.	O	O
trus	ID	ID
lupa	ID	ID
balasnya	ID	ID
,	O	O
memang	ID	ID
lah	ID	ID
kebiasaan	ID	ID
aku	ID	ID
wkwkwk	O	O
😅	O	O

gonaku	JV	JV
diprintke	MIX-JV-EN	MIX-JV-EN
sisan	JV	JV
ya	JV	JV
rt	EN	EN
@cynthiainkee:	O	O
sakit	ID	ID
kali	ID	ID
ini	ID	ID
disponsori	ID	ID
oleh	ID	ID
bayang-bayang	O	ID
tugas	ID	ID
yang	ID	ID
nggak	ID	ID
kelar-kelar	ID	ID
,	O	O
padahal	ID	ID
udah	ID	ID
pengen	ID	ID
t	O	O

mbok	JV	JV
ada	ID	ID
yg	ID	ID
kerumahku	ID	ID
bawain	ID	ID
flashdisk	EN	EN
,	O	O
sekalian	ID	ID
ngeprintke	MIX-JV-EN	MIX-JV-EN
tugas	ID	ID
tik	ID	ID
ku	ID	ID
:'')	EN	O

masi	ID	ID
inget	ID	ID
gue	ID	ID
baca	ID	ID
au	EN	EN
ini	ID	ID
grgr	ID	ID
diprank	MIX-ID-EN	MIX-ID-EN
temen	ID	ID
gue	ID	ID
katanya	ID	ID
happy	EN	EN
ending	EN	EN
tapi	ID	ID
ternyata	ID	ID
🥲	O	O
but	EN	EN
hats	EN	EN
off	EN	EN
to	EN	EN
my	EN	EN
favourite	EN	EN
angst	EN	EN
au	EN	EN
,	O	O
every	EN	EN
tears	EN	EN
i	EN	EN
spent	EN	EN
on	EN	EN
this	EN	EN
masterpiece	EN	EN
is	EN	EN
worth	EN	EN
it	EN	EN
❤	O	O
️	O	O

@binhshxx53	O	O
@febandryani	O	O
mencoba	ID	ID
cari	ID	ID
pengalihan	ID	ID
cis	O	O
,	O	O
drama	ID	ID
opo	JV	JV
wae	JV	JV
tak	JV	JV
delok	JV	JV
ki	JV	JV
,	O	O
wes	JV	JV
tak	JV	JV
donlod	EN	EN
suwi	JV	JV
,	O	O
mubazir	ID	ID
gak	JV	JV
di	JV	JV
delok	JV	JV
😅	O	O
😓	O	O

#.	O	O
ini	ID	ID
maafff	ID	ID
bgt	ID	ID
rl	EN	EN
tp	ID	ID
please	EN	EN
anyone	EN	EN
tolong	ID	ID
dong	ID	ID
rep	EN	EN
topik	ID	ID
apa	ID	ID
yg	ID	ID
kira	ID	ID
"	O	O
ada	ID	ID
perspektif	ID	ID
pro	ID	ID
&	O	O
amp	O	O
;	O	O
kontra	ID	ID
nya	ID	ID
?	O	O
contohnya	ID	ID
kyk	ID	ID
hukuman	ID	ID
m4ti	ID	ID
kan	ID	ID
ada	ID	ID
yg	ID	ID
pro	ID	ID
&	O	O
amp	O	O
;	O	O
kontra	ID	ID
gt	ID	ID
gt	ID	ID
pls	EN	EN
bantuin	ID	ID
:")	O	O

fan	ID	ID
projectnya	MIX-ID-EN	MIX-ID-EN
bener2	ID	ID
bikin	ID	ID
pgn	ID	ID
nonton	ID	ID
lagi	ID	ID
😭	O	O

kalian	ID	ID
hebat	ID	ID
banget	ID	ID
,	O	O
super	ID	ID
profesional	ID	ID
huaaaa	O	ID
t_t	O	O
nangis	ID	ID
banget	ID	ID
liat	ID	ID
perjuangan	ID	ID
mreka	ID	ID
yang	ID	ID
bener	ID	ID
"	O	O
berlika-liku	ID	ID
.	O	O

and	EN	EN
if	EN	EN
he	EN	EN
suddenly	EN	EN
silent	EN	EN
in	EN	EN
the	EN	EN
call	EN	EN
,	O	O
he's	EN	EN
just	EN	EN
overcome	EN	EN
it	EN	EN
with	EN	EN
sleep	EN	EN
like	EN	EN
how	EN	EN
could	EN	EN
u	EN	EN
do	EN	EN
that	EN	EN
?	O	O
i	EN	EN
mean	EN	EN
ok	EN	EN
tdr	ID	ID
bisa	ID	ID
jadi	ID	ID
escape	EN	EN
from	EN	EN
life's	EN	EN
stormy	EN	EN
part	EN	EN
tp	ID	ID
jujurly	MIX-ID-EN	ID
gue	ID	ID
gabisa	ID	ID
.	O	O
gue	ID	ID
malah	ID	ID
ovt	EN	EN
sampe	ID	ID
ga	ID	ID
bisa	ID	ID
tdr	ID	ID
.	O	O
i	EN	EN
just	EN	EN
don't	EN	EN
understand	EN	EN
w/	EN	O
him	EN	EN

masalah	JV	JV
e	JV	JV
so	O	JV
mbek	JV	JV
sa	O	JV
angel	JV	JV
diseleseke	MIX-ID-JV	MIX-ID-JV
nek	JV	JV
ego	ID	JV
ne	JV	JV
gede2	JV	JV
..	O	O
segede	JV	JV
gajah	JV	JV
:(	O	O

ning	O	JV
:	O	O
"	O	O
ma	ID	O
,	O	O
ning	O	JV
mau	ID	ID
jualan	ID	ID
jilbab	ID	ID
malolo	O	ID
d	ID	O
kendari	O	ID
,	O	O
menurut	ID	ID
mama	ID	ID
gimana	ID	ID
?"	O	O
ma	ID	O
:	O	O
"	O	O
insya	ID	ID
allah	O	O
bisa	ID	ID
nak	ID	ID
,	O	O
yang	ID	ID
penting	ID	ID
mau	ID	ID
ikhtiar	ID	ID
dan	ID	ID
berdoa	ID	ID
"	O	O
penyemangat	ID	ID
pagi	ID	ID
ku	ID	ID
..	O	O
my	EN	EN
angel	EN	EN
,	O	O
mama	ID	ID
tersayang	ID	ID
♥	O	O
️	O	O

@natanattda	O	O
ibuku	JV	JV
,	O	O
"	O	O
ya	JV	ID
allah	O	O
iki	JV	JV
panganan	JV	JV
opo	JV	JV
?	O	O
larang	JV	JV
banget	JV	JV
tp	JV	JV
siithik	JV	JV
e	JV	JV
pol	JV	JV
.	O	O
mending	JV	JV
nggo	JV	JV
tuku	JV	JV
omah	JV	JV
timbang	JV	JV
nggo	JV	JV
tuku	JV	JV
panganan	JV	JV
sak	JV	JV
upil	JV	JV
ngene	JV	JV
ki	JV	JV
"	O	O

@collegemenfess	O	O
diem2	ID	ID
aja	ID	ID
aku	ID	ID
jg	ID	ID
magang	ID	ID
di	ID	ID
pt	ID	ID
punya	ID	ID
sodara	ID	ID
tp	ID	ID
emg	ID	ID
pt	ID	ID
nya	ID	ID
ada	ID	ID
dilist	MIX-ID-EN	MIX-ID-EN
magang	ID	ID
wajib	ID	ID
kampus	ID	ID
sih	ID	ID
,	O	O
kek	ID	ID
kampus	ID	ID
ku	ID	ID
ngeluarin	ID	ID
list	EN	ID
perusahaan	ID	ID
a	O	O
b	O	O
c	O	O
ini	ID	ID
boleh	ID	ID
magang	ID	ID
gt	ID	ID
dan	ID	ID
kebetulan	ID	ID
ada	ID	ID

@cgharger	O	O
gue	ID	ID
ngebales	ID	ID
replyan	MIX-ID-EN	ID
doang	ID	ID
...	O	O
dia	ID	ID
yg	ID	ID
tiba2	ID	ID
nge	ID	ID
jb	EN	MIX-ID-EN
jb	EN	MIX-ID-EN
,	O	O
dibales	ID	ID
malah	ID	ID
diblock	MIX-ID-EN	MIX-ID-EN
..	O	O
ya	ID	ID
gapapa	ID	ID
juga	ID	ID
siih	ID	ID

ngelag	MIX-ID-EN	MIX-ID-EN
always	EN	EN
lagging	EN	EN
!!	O	O
errrrrrrrrrrr	O	O
!!!	O	O
please	EN	EN
be	EN	EN
nice	EN	EN
internet	EN	ID
no	EN	EN
lag	EN	EN
-________-	O	O

@pacarbighit	O	O
ya	ID	ID
aman2	ID	ID
ajaa	ID	ID
.	O	O
aku	ID	ID
selalu	ID	ID
order	ID	ID
namanya	ID	ID
pc	O	EN
bts	O	O
ya	ID	ID
nyampe2	ID	ID
aja	ID	ID
kok	ID	ID
.	O	O
lagian	ID	ID
harganya	ID	ID
150	O	O
kan	ID	ID
,	O	O
kalo	ID	ID
ilang	ID	ID
jg	ID	ID
bs	ID	ID
claim	EN	EN
150	O	O
.	O	O
yg	ID	ID
bahaya	ID	ID
tuh	ID	ID
kl	ID	ID
isinya	ID	ID
poca	EN	O
trs	ID	ID
harganya	ID	ID
displit	MIX-ID-EN	MIX-ID-EN
pay	EN	O

aku	JV	JV
gak	JV	JV
ngerti	JV	JV
motivasine	MIX-ID-JV	MIX-ID-JV
bapakku	JV	JV
rabi	JV	JV
karo	JV	JV
ibuk	JV	JV
iku	JV	JV
opo	JV	JV
.	O	O
senenge	JV	JV
kok	JV	JV
nyikso	JV	JV
batin	JV	JV
anak	JV	JV
bojone	JV	JV
😁	O	O

beyb	EN	EN
kalo	ID	ID
inget	ID	ID
dis-ney	O	MIX-ID-EN
rame	ID	ID
ini	ID	ID
jadi	ID	ID
inget	ID	ID
beberapa	ID	ID
minggu	ID	ID
lalu	ID	ID
punya	ID	ID
c	ID	ID
bikin	ID	ID
istighfar	ID	ID
bgt	ID	ID
sorry	EN	EN
..	O	O
owrder	EN	EN
disney	O	O
gak	ID	ID
sabaran	ID	ID
pdhl	ID	ID
udh	ID	ID
di	ID	ID
blg	ID	ID
maaf	ID	ID
kalo	ID	ID
delay	EN	EN
dari	ID	ID
disney	O	O
yt	O	O
kaya	ID	ID
gini	ID	ID
lah	ID	ID
masih	ID	ID
ditanya	ID	ID
"	O	O
iya	ID	ID
kalo	ID	ID
giru	ID	ID
jam	ID	ID
berapa	ID	ID
bisanya	ID	ID
?"	O	O
"	O	O
blm	ID	ID
muncul	ID	ID
?"	O	O
