Word	True	Predict
"	O	O

mesti	JV	JV
lek	JV	JV
pas	JV	JV
duwe	JV	JV
gratis	ID	ID
ongkir	ID	ID
akeh	JV	JV
tapi	JV	JV
gak	JV	ID
pingin	JV	JV
check	EN	EN
out	EN	EN
,	O	O
sedeng	JV	JV
gratis	JV	ID
ongkire	MIX-ID-JV	MIX-ID-JV
hangus	ID	ID
kaet	JV	ID
kepikiran	JV	ID
check	EN	EN
out	EN	EN
.	O	O
babi	ID	JV
gak	ID	ID
tuhh	ID	O

@OngisnadeNet	O	O
Padahal	ID	ID
Robby	O	JV
penyelamatane	MIX-ID-JV	MIX-ID-JV
akeh	JV	JV
,	O	O
menutupi	ID	JV
lubang	ID	JV
Bagas	O	O
&	O	O
amp	O	O
;	O	O
Rizky	O	O
Dwi	O	O
.	O	O

@vickyvrgwn	O	O
Tak	JV	ID
hapuse	MIX-ID-JV	MIX-ID-JV
.	O	O

@literarybase	O	O
Dan	ID	ID
setelah	ID	ID
semua	ID	ID
perjuangan	ID	ID
yang	ID	ID
kamu	ID	ID
lakukan	ID	ID
,	O	O
semua	ID	ID
sakit	ID	ID
yang	ID	ID
kamu	ID	ID
lalui	ID	ID
akhirnya	ID	ID
yang	ID	ID
diinginkan	ID	ID
tercapai	ID	ID
.	O	O
Sekarang	ID	ID
saatnya	ID	ID
istirahat	ID	ID
sejenak	ID	ID
,	O	O
kamu	ID	ID
telah	ID	ID
berjuang	ID	ID
dengan	ID	ID
hebat	ID	ID

@zhevyeah	O	O
@Apriado8	O	O
@idextratime	O	O
@Corriere	O	ID
Ya	ID	ID
itu	ID	ID
,	O	O
sebenarnya	ID	ID
setelah	ID	ID
kejadian	ID	ID
kesekian	ID	EN
kalinya	ID	ID
kyak	ID	EN
harusnya	ID	ID
Ballon	EN	ID
D'or	EN	EN
dan	ID	ID
FIFA	O	EN
best	EN	EN
player	EN	EN
kesepannya	ID	ID
harus	ID	ID
dibuat	ID	ID
standar	ID	ID
pasti	ID	ID
yg	ID	ID
objektif	ID	ID
dan	ID	ID
baku	ID	EN
.	O	O
Percuma	ID	ID
vote	EN	EN
terus	ID	ID
,	O	O
percuma	ID	ID
ada	ID	ID
statistik	ID	EN
hebat	ID	ID
,	O	O
percuma	ID	ID
dapet	ID	ID
trofi	ID	EN
banyak	ID	ID
kalo	ID	ID
ujung-ujungnya	ID	O
kontroversi	ID	O

Hallo	EN	O
@myXL	O	O
masih	ID	ID
error	EN	EN
ini	ID	ID
sampe	ID	ID
skrg	ID	ID
jaringan	ID	ID
😤	O	O
kalo	ID	ID
ga	ID	ID
karna	ID	ID
ngelink	MIX-ID-EN	MIX-ID-EN
ama	ID	ID
mbanking	EN	ID
&	O	O
amp	O	O
;	O	O
udah	ID	ID
dipake	ID	ID
lama	ID	ID
buat	ID	ID
kerjaan	ID	ID
pasti	ID	ID
udah	ID	ID
saya	ID	ID
non	ID	ID
aktifin	ID	ID
ni	ID	ID
nomor	ID	ID
XL	O	O
.	O	O

@teatimewithrin	O	O
TAK	JV	O
KEKI	JV	O
GRATIS	JV	ID
GELEM	JV	EN
TA	JV	O
?	O	O
tapi	JV	ID
mbayaro	JV	O
ongkire	MIX-ID-JV	MIX-ID-JV
tok	JV	JV
🤩	O	O
👍🏻	O	O

@aeribase	O	O
1	O	O
kali	ID	ID
print	EN	EN
1	O	O
kali	ID	ID
dapat	ID	ID
foto	ID	ID
bareng	ID	ID
.	O	O
Ngeprint	MIX-ID-EN	MIX-ID-EN
banyak	ID	ID
bisa	ID	ID
bawa	ID	ID
pulang	ID	ID
orang	ID	ID
nya	ID	ID
🤗	O	O
👍	O	O

@NatawidjajaArie	O	O
wes	JV	JV
mulai	ID	ID
nih	ID	ID
ko	JV	JV
..	O	O
Iyooo	JV	JV
wes	JV	JV
taon	JV	JV
dpn	ID	ID
yo	JV	JV
g	JV	JV
kroso	JV	JV
..	O	O
Medeniiii	JV	JV
..	O	O
Iso	JV	JV
ko	JV	JV
,	O	O
diclick	MIX-ID-EN	MIX-JV-EN
aja	ID	ID
sg	JV	JV
ad	ID	ID
(	O	O
cont	O	EN
)	O	O
http://t.co/1W7NBYC	O	JV

@starfess	O	O
Paji	O	O
bisa	ID	ID
dicopy	MIX-ID-EN	MIX-ID-EN
paste	EN	EN
ga	ID	ID
sih	ID	ID
,	O	O
ya	ID	ID
Allah	O	O
.	O	O

'	O	O
Aku	ID	ID
pengen	ID	ID
ke	ID	ID
korea	O	ID
tp	ID	ID
gaisa	JV	ID
cuti	ID	ID
ca	O	O
,	O	O
enak	ID	ID
km	ID	ID
isa	JV	JV
seenaknya	ID	ID
berangkat	ID	ID
ke	ID	ID
korea	O	O
'	O	O
JANCOK	JV	JV
KON	JV	JV
GAK	JV	JV
MIKIR	JV	O
AKU	JV	JV
DUIT	JV	JV
E	JV	JV
TUTUK	JV	O
NDI	JV	JV
?	O	O
MBOK	JV	JV
KIRO	JV	O
NGURUS	JV	O
VISA	ID	O
LEK	JV	JV
GAK	JV	JV
KERJO	JV	ID
NDE	JV	ID
KANTORAN	JV	O
ISOK	JV	O
TENANG	ID	O
GAMPANG	JV	JV
DIAPPROVE	MIX-ID-EN	MIX-ID-EN
?	O	O
ENAK	JV	JV
LAMBEMU	JV	O
SU	JV	O

@OposisiCerdas	O	O
Yg	ID	ID
happy	EN	EN
Tito	O	ID
doank	ID	ID
...	O	O
jabatannya	ID	ID
sambung	ID	ID
menyambung	ID	ID
soalnya	ID	ID
😎	O	O
asuuu	JV	ID
Kabeh	JV	JV

Dengaren	JV	O
ngeprintke	MIX-JV-EN	MIX-JV-EN
tugas	JV	ID
karo	JV	JV
tiket	JV	ID
ndelok	JV	JV
persis	O	O
larang	JV	JV
ngeprint	MIX-JV-EN	MIX-JV-EN
ke	JV	ID
tugas	JV	ID
,	O	O
suog	JV	JV
~	O	O

@rouletteess	O	O
@manggit_garis	O	EN
udah	ID	ID
di	ID	ID
dm	EN	EN
yaa	ID	ID
gasss	ID	JV
wkwkwk	O	O
sek	JV	JV
tak	JV	JV
carine	MIX-ID-JV	MIX-ID-JV
lagi	ID	ID
heheh	O	O

gimana	ID	ID
caranya	ID	ID
ngepin	MIX-ID-EN	MIX-ID-EN
tweet	EN	EN
orang	ID	ID
?	O	O
perasaan	ID	ID
dulu	ID	ID
aku	ID	ID
bisa	ID	ID
kok	ID	ID
skrng	ID	ID
gabisa	ID	ID
lgi	ID	ID

@euisbeling13	O	O
Kalo	ID	ID
nomor	ID	ID
selain	ID	ID
+62	O	O
bisa	ID	ID
disearch	MIX-ID-EN	MIX-ID-EN
di	ID	ID
gercontact	O	O
gk	ID	ID
sih	ID	ID
?	O	O

Telpon	ID	O
14045	O	O
yan	O	O
RT@harryansyah:	O	O
Woi	ID	O
internet	ID	ID
jgn	ID	ID
ngelag	MIX-ID-EN	MIX-ID-EN
please	EN	EN
bentar	ID	ID
lagi	ID	ID
lv	EN	ID
43	O	O

@sbyfess	O	O
Iya	ID	JV
soale	JV	JV
packingane	MIX-JV-EN	MIX-JV-EN
box	EN	EN
Kena	ID	O
volume	ID	ID

sepiro	JV	JV
larang	JV	JV
,	O	O
lawong	JV	JV
perokok	JV	JV
ki	JV	JV
ono	JV	JV
duit	JV	JV
gae	JV	JV
tuku	JV	JV
rokok	JV	ID
.	O	O
tapi	JV	JV
ora	JV	JV
ono	JV	JV
aturan	JV	ID
ketat	JV	ID
banget	JV	JV
sing	JV	JV
gae	JV	JV
cah	JV	JV
dibawah	ID	ID
umur	ID	JV
mandeg	JV	JV
rokok	JV	ID
.	O	O

Hp	EN	O
disilent	MIX-ID-EN	MIX-ID-EN
,	O	O
trus	ID	ID
lgi	ID	ID
di	ID	ID
charger	EN	ID
,	O	O
org2	ID	ID
nge	ID	ID
chat	EN	EN
pada	ID	ID
enggak	ID	ID
tau	ID	ID
.	O	O
Trus	ID	ID
lupa	ID	ID
balasnya	ID	EN
,	O	O
memang	ID	ID
lah	ID	ID
kebiasaan	ID	ID
aku	ID	ID
wkwkwk	O	O
😅	O	O

gonaku	JV	JV
diprintke	MIX-JV-EN	MIX-JV-EN
sisan	JV	JV
ya	JV	JV
RT	EN	EN
@CynthiaInkee:	O	O
Sakit	ID	ID
kali	ID	ID
ini	ID	ID
disponsori	ID	JV
oleh	ID	JV
bayang-bayang	O	ID
tugas	ID	ID
yang	ID	ID
nggak	ID	ID
kelar-kelar	ID	ID
,	O	O
padahal	ID	ID
udah	ID	ID
pengen	ID	ID
t	O	JV

Mbok	JV	JV
ada	ID	ID
yg	ID	ID
kerumahku	ID	JV
bawain	ID	ID
flashdisk	EN	EN
,	O	O
sekalian	ID	ID
ngeprintke	MIX-JV-EN	MIX-JV-EN
tugas	ID	ID
TIK	ID	O
ku	ID	ID
:'')	EN	O

masi	ID	ID
inget	ID	ID
gue	ID	ID
baca	ID	ID
au	EN	EN
ini	ID	ID
grgr	ID	ID
diprank	MIX-ID-EN	MIX-ID-EN
temen	ID	ID
gue	ID	ID
katanya	ID	ID
happy	EN	EN
ending	EN	EN
tapi	ID	ID
ternyata	ID	ID
🥲	O	O
but	EN	EN
hats	EN	EN
off	EN	EN
to	EN	EN
my	EN	EN
favourite	EN	EN
angst	EN	EN
au	EN	EN
,	O	O
every	EN	EN
tears	EN	EN
i	EN	EN
spent	EN	EN
on	EN	EN
this	EN	EN
masterpiece	EN	EN
is	EN	EN
worth	EN	EN
it	EN	EN
❤	O	O
️	O	O

@binhshxx53	O	O
@febandryani	O	O
Mencoba	ID	O
cari	ID	ID
pengalihan	ID	ID
cis	O	O
,	O	O
drama	ID	ID
opo	JV	JV
wae	JV	JV
tak	JV	JV
delok	JV	JV
ki	JV	JV
,	O	O
wes	JV	JV
tak	JV	JV
donlod	EN	EN
suwi	JV	JV
,	O	O
mubazir	ID	JV
gak	JV	JV
di	JV	ID
delok	JV	JV
😅	O	O
😓	O	O

#.	O	O
ini	ID	ID
maafff	ID	EN
bgt	ID	ID
rl	EN	EN
tp	ID	ID
please	EN	EN
anyone	EN	EN
tolong	ID	ID
dong	ID	ID
rep	EN	EN
topik	ID	ID
apa	ID	ID
yg	ID	ID
kira	ID	ID
"	O	O
ada	ID	ID
perspektif	ID	EN
pro	ID	EN
&	O	O
amp	O	O
;	O	O
kontra	ID	ID
nya	ID	ID
?	O	O
contohnya	ID	ID
kyk	ID	ID
hukuman	ID	ID
m4ti	ID	ID
kan	ID	ID
ada	ID	ID
yg	ID	ID
pro	ID	EN
&	O	O
amp	O	O
;	O	O
kontra	ID	ID
gt	ID	ID
gt	ID	ID
pls	EN	EN
bantuin	ID	ID
:")	O	O

Fan	ID	O
projectnya	MIX-ID-EN	MIX-ID-EN
bener2	ID	ID
bikin	ID	ID
pgn	ID	ID
nonton	ID	ID
lagi	ID	ID
😭	O	O

kalian	ID	ID
hebat	ID	ID
banget	ID	ID
,	O	O
super	ID	ID
profesional	ID	ID
huaaaa	O	ID
T_T	O	O
nangis	ID	ID
banget	ID	ID
liat	ID	ID
perjuangan	ID	ID
mreka	ID	ID
yang	ID	ID
bener	ID	ID
"	O	O
berlika-liku	ID	ID
.	O	O

and	EN	EN
if	EN	EN
he	EN	EN
suddenly	EN	EN
silent	EN	EN
in	EN	EN
the	EN	EN
call	EN	EN
,	O	O
he's	EN	EN
just	EN	EN
overcome	EN	EN
it	EN	EN
with	EN	EN
SLEEP	EN	EN
like	EN	EN
how	EN	EN
could	EN	EN
u	EN	EN
do	EN	EN
that	EN	EN
?	O	O
i	EN	EN
mean	EN	EN
ok	EN	EN
tdr	ID	EN
bisa	ID	ID
jadi	ID	ID
escape	EN	EN
from	EN	EN
life's	EN	EN
stormy	EN	EN
part	EN	EN
TP	ID	ID
JUJURLY	MIX-ID-EN	ID
GUE	ID	ID
GABISA	ID	ID
.	O	O
Gue	ID	ID
malah	ID	ID
ovt	EN	EN
sampe	ID	ID
ga	ID	ID
bisa	ID	ID
tdr	ID	EN
.	O	O
I	EN	EN
just	EN	EN
don't	EN	EN
understand	EN	O
w/	EN	O
him	EN	EN

masalah	JV	JV
e	JV	JV
So	O	JV
mbek	JV	JV
Sa	O	JV
angel	JV	JV
diseleseke	MIX-ID-JV	MIX-ID-JV
nek	JV	JV
ego	ID	JV
ne	JV	JV
gede2	JV	JV
..	O	O
segede	JV	ID
gajah	JV	ID
:(	O	O

Ning	O	JV
:	O	O
"	O	O
ma	ID	O
,	O	O
ning	O	JV
mau	ID	ID
jualan	ID	ID
jilbab	ID	ID
malolo	O	ID
d	ID	ID
kendari	O	O
,	O	O
menurut	ID	ID
mama	ID	ID
gimana	ID	ID
?"	O	O
Ma	ID	ID
:	O	O
"	O	O
Insya	ID	ID
Allah	O	O
bisa	ID	ID
nak	ID	ID
,	O	O
yang	ID	ID
penting	ID	ID
mau	ID	ID
ikhtiar	ID	ID
dan	ID	ID
berdoa	ID	ID
"	O	O
Penyemangat	ID	ID
pagi	ID	ID
ku	ID	ID
..	O	O
My	EN	EN
angel	EN	EN
,	O	O
mama	ID	ID
tersayang	ID	EN
♥	O	O
️	O	O

@natanattda	O	O
Ibuku	JV	O
,	O	O
"	O	O
ya	JV	ID
Allah	O	O
iki	JV	JV
panganan	JV	JV
opo	JV	JV
?	O	O
Larang	JV	JV
banget	JV	JV
tp	JV	JV
siithik	JV	ID
e	JV	JV
pol	JV	JV
.	O	O
Mending	JV	JV
nggo	JV	JV
tuku	JV	JV
omah	JV	JV
timbang	JV	JV
nggo	JV	JV
tuku	JV	JV
panganan	JV	JV
sak	JV	JV
upil	JV	JV
ngene	JV	JV
ki	JV	JV
"	O	O

@collegemenfess	O	O
diem2	ID	ID
aja	ID	ID
aku	ID	ID
jg	ID	ID
magang	ID	ID
di	ID	ID
pt	ID	ID
punya	ID	ID
sodara	ID	ID
tp	ID	ID
emg	ID	ID
pt	ID	ID
nya	ID	ID
ada	ID	ID
dilist	MIX-ID-EN	MIX-ID-EN
magang	ID	ID
wajib	ID	ID
kampus	ID	ID
sih	ID	ID
,	O	O
kek	ID	ID
kampus	ID	ID
ku	ID	ID
ngeluarin	ID	ID
list	EN	EN
perusahaan	ID	ID
a	O	O
b	O	O
c	O	O
ini	ID	ID
boleh	ID	ID
magang	ID	ID
gt	ID	ID
dan	ID	ID
kebetulan	ID	ID
ada	ID	ID

@cgharger	O	O
Gue	ID	ID
ngebales	ID	ID
replyan	MIX-ID-EN	ID
doang	ID	ID
...	O	O
dia	ID	ID
yg	ID	ID
tiba2	ID	ID
nge	ID	ID
jb	EN	MIX-ID-EN
jb	EN	MIX-ID-EN
,	O	O
dibales	ID	ID
malah	ID	ID
diblock	MIX-ID-EN	MIX-ID-EN
..	O	O
ya	ID	ID
gapapa	ID	ID
juga	ID	ID
siih	ID	ID

NGELAG	MIX-ID-EN	MIX-ID-EN
ALWAYS	EN	EN
LAGGING	EN	ID
!!	O	O
ERRRRRRRRRRRR	O	EN
!!!	O	O
PLEASE	EN	EN
BE	EN	EN
NICE	EN	ID
INTERNET	EN	ID
NO	EN	EN
LAG	EN	O
-________-	O	O

@pacarbighit	O	O
ya	ID	ID
aman2	ID	ID
ajaa	ID	ID
.	O	O
aku	ID	ID
selalu	ID	ID
order	ID	ID
namanya	ID	ID
pc	O	EN
bts	O	O
ya	ID	ID
nyampe2	ID	ID
aja	ID	ID
kok	ID	ID
.	O	O
lagian	ID	ID
harganya	ID	ID
150	O	ID
kan	ID	ID
,	O	O
kalo	ID	ID
ilang	ID	ID
jg	ID	ID
bs	ID	ID
claim	EN	EN
150	O	ID
.	O	O
yg	ID	ID
bahaya	ID	ID
tuh	ID	ID
kl	ID	ID
isinya	ID	ID
poca	EN	O
trs	ID	ID
harganya	ID	ID
displit	MIX-ID-EN	MIX-ID-EN
pay	EN	ID

Aku	JV	JV
gak	JV	JV
ngerti	JV	JV
motivasine	MIX-ID-JV	MIX-ID-JV
bapakku	JV	JV
rabi	JV	JV
karo	JV	JV
ibuk	JV	JV
iku	JV	JV
opo	JV	JV
.	O	O
Senenge	JV	JV
kok	JV	JV
nyikso	JV	O
batin	JV	ID
anak	JV	JV
bojone	JV	JV
😁	O	O

beyb	EN	EN
kalo	ID	ID
inget	ID	ID
dis-ney	O	O
rame	ID	ID
ini	ID	ID
jadi	ID	ID
inget	ID	ID
beberapa	ID	ID
minggu	ID	ID
lalu	ID	ID
punya	ID	ID
c	ID	ID
BIKIN	ID	ID
ISTIGHFAR	ID	ID
bgt	ID	ID
sorry	EN	EN
..	O	O
owrder	EN	ID
disney	O	O
gak	ID	ID
sabaran	ID	ID
pdhl	ID	ID
udh	ID	ID
di	ID	ID
blg	ID	ID
MAAF	ID	O
KALO	ID	ID
DELAY	EN	ID
DARI	ID	ID
DISNEY	O	ID
YT	O	ID
KAYA	ID	ID
GINI	ID	ID
lah	ID	ID
masih	ID	ID
ditanya	ID	ID
"	O	O
iya	ID	ID
kalo	ID	ID
giru	ID	EN
jam	ID	ID
berapa	ID	ID
bisanya	ID	ID
?"	O	O
"	O	O
blm	ID	ID
muncul	ID	ID
?"	O	O
